Key,Student_ID,Question_ID,Source_Data,Chosen_Option,Reasoning_ID,Reasoning,Score
Pulley9-10-35_q3c,Pulley9-10-35,q3c,Pulley_Post_Y2,2,q3d,the more distace you have the less aplied force you need.,2
Pulley9-10-35_q4,Pulley9-10-35,q4,Pulley_Post_Y2,1,q4a,there would be less friction. less friction means less force.,2
Pulley9-10-35_q7a1,Pulley9-10-35,q7a1,Pulley_Post_Y2,3,q7a2,the distance is the same for the pulley and just bringing it up.,0
Pulley9-10-35_q7b1,Pulley9-10-35,q7b1,Pulley_Post_Y2,3,q7b2,"the work will never change, just the distance and force.",2
Pulley9-10-35_q9,Pulley9-10-35,q9,Pulley_Post_Y2,3,q9a,"only the force and distances are changing, not the work. ",2
Pulley9-10-35_q10,Pulley9-10-35,q10,Pulley_Post_Y2,2,q10a,"the force will increase with the distace staying the same, increasing work.",2
Pulley9-10-35_q11,Pulley9-10-35,q11,Pulley_Post_Y2,2,q11a,"the force stayed the same while the distance increased, increasing work.",2
Pulley9-10-35_q13,Pulley9-10-35,q13,Pulley_Post_Y2,4,q13a,for MA you want a lot of stig pulled and little object movement. double compound pulleys give you those circumstances.,2
Pulley9-10-35_q14,Pulley9-10-35,q14,Pulley_Post_Y2,3,q14a,"you will pull the same disance in both, and the load will move the same distance in both.",2
Pulley9-10-34_q3a,Pulley9-10-34,q3a,Pulley_Post_Y2,3,q3b,it wouldn't matter,0
Pulley9-10-34_q3c,Pulley9-10-34,q3c,Pulley_Post_Y2,2,q3d,in one of the expeiments we use a single movable and a single fixed pulley and the movable used less applied force,1
Pulley9-10-34_q4,Pulley9-10-34,q4,Pulley_Post_Y2,1,q4a,it will cause less friction,2
Pulley9-10-34_q7a1,Pulley9-10-34,q7a1,Pulley_Post_Y2,2,q7a2,because there is no friction,0
Pulley9-10-34_q7b1,Pulley9-10-34,q7b1,Pulley_Post_Y2,2,q7b2,there is no friction that means less work,
Pulley9-10-34_q9,Pulley9-10-34,q9,Pulley_Post_Y2,1,q9a,using a pulley is much more efficent than just lifting it,0
Pulley9-10-34_q10,Pulley9-10-34,q10,Pulley_Post_Y2,2,q10a,because it increases friction,2
Pulley9-10-34_q11,Pulley9-10-34,q11,Pulley_Post_Y2,2,q11a,he is lifting the object to a bigger hight wich you will have to use more applied force,1
Pulley9-10-34_q13,Pulley9-10-34,q13,Pulley_Post_Y2,2,q13a,we found this out in a lab,0
Pulley9-10-34_q14,Pulley9-10-34,q14,Pulley_Post_Y2,2,q14a,you are giving more applied force which increases th MA,0
Pulley9-10-33_q3a,Pulley9-10-33,q3a,Pulley_Post_Y2,3,q3b,"The way you pull would definitely change, but the distance that you pull weould stay the same.",0
Pulley9-10-33_q3c,Pulley9-10-33,q3c,Pulley_Post_Y2,2,q3d,"A fixed pulley does not reduce the amount of force, but a movable pulley does.",1
Pulley9-10-33_q4,Pulley9-10-33,q4,Pulley_Post_Y2,1,q4a,"When the pulley is well oiled, the friction goes down. When the friction goes down, the force goes down.",2
Pulley9-10-33_q7a1,Pulley9-10-33,q7a1,Pulley_Post_Y2,2,q7a2,"A fixed pulley does not reduce the amount of force, but a movable pulley does. This question was repeated*",1
Pulley9-10-33_q7b1,Pulley9-10-33,q7b1,Pulley_Post_Y2,3,q7b2,"Work = force x distance pulled. If the force decreases, then the distance had increased. The work stays the same.",2
Pulley9-10-33_q9,Pulley9-10-33,q9,Pulley_Post_Y2,4,q9a,"I would needd to know the load, force, distance moved, and distance pulled.",0
Pulley9-10-33_q10,Pulley9-10-33,q10,Pulley_Post_Y2,2,q10a,"Work = force x distance pulled. The distance would stay the same, but the force went up. This means the work goes up.",2
Pulley9-10-33_q11,Pulley9-10-33,q11,Pulley_Post_Y2,2,q11a,"The distance pulled increased, but the force stayed the same. Lifting the box two meters is more work.",2
Pulley9-10-33_q13,Pulley9-10-33,q13,Pulley_Post_Y2,4,q13a,MA = distance pulled/distance the object moved. The more pulleys requires pulling th string further. The load moves the same height every time. What this means is that the top part of the fraction goes up while the bottom stays the same.,2
Pulley9-10-33_q14,Pulley9-10-33,q14,Pulley_Post_Y2,3,q14a,I have no idea.,0
Pulley9-10-32_q3a,Pulley9-10-32,q3a,Pulley_Post_Y2,1,q3b,"in movable pulleys, you have to use more distance than if you would use a normal fixed pulley",1
Pulley9-10-32_q3c,Pulley9-10-32,q3c,Pulley_Post_Y2,2,q3d,"if the distance you pull goes up, then the force would go down.",2
Pulley9-10-32_q4,Pulley9-10-32,q4,Pulley_Post_Y2,3,q4a,the single fixed is like a lever with the force and load equal distances away from the fulcrum ,0
Pulley9-10-32_q7a1,Pulley9-10-32,q7a1,Pulley_Post_Y2,2,q7a2,"the distance you pull would go up, so the force would go down",2
Pulley9-10-32_q7b1,Pulley9-10-32,q7b1,Pulley_Post_Y2,1,q7b2,"your distance would increase, so the work would increase",0
Pulley9-10-32_q9,Pulley9-10-32,q9,Pulley_Post_Y2,2,q9a,"she is pulling the string a further distance, so she would be doing more work",0
Pulley9-10-32_q10,Pulley9-10-32,q10,Pulley_Post_Y2,2,q10a,"the more friction you use, the more applied force. the more applied force you need, the more work",2
Pulley9-10-32_q11,Pulley9-10-32,q11,Pulley_Post_Y2,2,q11a,"he would use more distance, so he would do more work",1
Pulley9-10-32_q13,Pulley9-10-32,q13,Pulley_Post_Y2,4,q13a,you would pull a lot more distance than you would lift the load,2
Pulley9-10-32_q14,Pulley9-10-32,q14,Pulley_Post_Y2,3,q14a,you would be pulling the string the same distance,2
Pulley9-10-31_q3a,Pulley9-10-31,q3a,Pulley_Post_Y2,1,q3b,idk,0
Pulley9-10-31_q3c,Pulley9-10-31,q3c,Pulley_Post_Y2,2,q3d,idk,0
Pulley9-10-31_q4,Pulley9-10-31,q4,Pulley_Post_Y2,4,q4a,u dont know maybe the oil thing is sticky increasing friction who knows? stay tuned to find out,0
Pulley9-10-31_q7a1,Pulley9-10-31,q7a1,Pulley_Post_Y2,2,q7a2,compounds make lifting heavy objects use less applied force,1
Pulley9-10-31_q7b1,Pulley9-10-31,q7b1,Pulley_Post_Y2,3,q7b2,"because the test said ""and ignore the effects of friction"" so the work would stay the same",1
Pulley9-10-31_q9,Pulley9-10-31,q9,Pulley_Post_Y2,1,q9a,cause mary would need less applied force while jane would have a harder time lifting it up.,0
Pulley9-10-31_q10,Pulley9-10-31,q10,Pulley_Post_Y2,4,q10a,what???? you dont know the answer well i cant tell you that would be cheating. duh,0
Pulley9-10-31_q11,Pulley9-10-31,q11,Pulley_Post_Y2,1,q11a,because he had less distance needed to move the object,0
Pulley9-10-31_q13,Pulley9-10-31,q13,Pulley_Post_Y2,4,q13a,A double compound pulley uses less applied force and would increase the MA by a lot,1
Pulley9-10-31_q14,Pulley9-10-31,q14,Pulley_Post_Y2,4,q14a,un-known,0
Pulley9-10-30_q3a,Pulley9-10-30,q3a,Pulley_Post_Y2,3,q3b,You would still be lifting the watermelon the same height.,0
Pulley9-10-30_q3c,Pulley9-10-30,q3c,Pulley_Post_Y2,2,q3d,"In a single fixed pulley, applied force does not change.",1
Pulley9-10-30_q4,Pulley9-10-30,q4,Pulley_Post_Y2,1,q4a,"In a well-oiled pulley, there would be less friction, so the load would lift easier.",2
Pulley9-10-30_q7a1,Pulley9-10-30,q7a1,Pulley_Post_Y2,2,q7a2,"In a single fixed pulley, the applied force does not change.",1
Pulley9-10-30_q7b1,Pulley9-10-30,q7b1,Pulley_Post_Y2,1,q7b2,You would need to pull the string a longer distance.,0
Pulley9-10-30_q9,Pulley9-10-30,q9,Pulley_Post_Y2,1,q9a,In a pulley the work is spread out over a longer distance so the work is easier.,0
Pulley9-10-30_q10,Pulley9-10-30,q10,Pulley_Post_Y2,4,q10a,work = AF x Distance,0
Pulley9-10-30_q11,Pulley9-10-30,q11,Pulley_Post_Y2,2,q11a,"work = force x distance, so more work is needed. ",1
Pulley9-10-30_q13,Pulley9-10-30,q13,Pulley_Post_Y2,4,q13a,"MA = distance pulled/distance moved, so there is more distance making more MA",2
Pulley9-10-30_q14,Pulley9-10-30,q14,Pulley_Post_Y2,2,q14a,"In pulley set-up B, you need to pull a longer distance.",0
Pulley9-10-3_q3a,Pulley9-10-3,q3a,Pulley_Post_Y2,1,q3b,It would increase because when we did our experiments when we used the single fixed it moved about .20m but when we used the single movable it moved about .25m.,1
Pulley9-10-3_q3c,Pulley9-10-3,q3c,Pulley_Post_Y2,2,q3d,It would decrease because you are exerting the force over a greater distance which would make it easier and when we did our experiments the force also went down.,2
Pulley9-10-3_q4,Pulley9-10-3,q4,Pulley_Post_Y2,1,q4a,A well-oiled pulley would require less amount of force because the oil makes it so there is less friction which would then give you less of a load to pull.,2
Pulley9-10-3_q7a1,Pulley9-10-3,q7a1,Pulley_Post_Y2,2,q7a2,It would decrease because when you use a movable pulley you pull it over a greater distance then you would be using the force over a longer distance making it less hard to pull the watermelon up.,2
Pulley9-10-3_q7b1,Pulley9-10-3,q7b1,Pulley_Post_Y2,2,q7b2,It would decrease because the work formula is distance string is pulled/distance object moved and the distance moved stays the same so the distance pulled would be the only thing changing their work. the movable you have to pull a greater distance so that one would be less work.,0
Pulley9-10-3_q9,Pulley9-10-3,q9,Pulley_Post_Y2,3,q9a,They are doing the same work because it is pulled/moved so the pulled and moved would be the same so then the work would be too.,1
Pulley9-10-3_q10,Pulley9-10-3,q10,Pulley_Post_Y2,3,q10a,Both would require the same work because the formula is pulled/moved and they are both staying the same so the work would also be the same.,0
Pulley9-10-3_q11,Pulley9-10-3,q11,Pulley_Post_Y2,,q11a,it would be the same because in one he is moving more in the pulled area but in the other one he is moving more distance moved so they would be the same.,0
Pulley9-10-3_q13,Pulley9-10-3,q13,Pulley_Post_Y2,4,q13a,Because the machine is doing more of the work giving you more of an advantage.,1
Pulley9-10-3_q14,Pulley9-10-3,q14,Pulley_Post_Y2,1,q14a,Because This test is getting to long and I dont remember how to get MA!!!,0
Pulley9-10-298_q3a,Pulley9-10-298,q3a,Pulley_Post_Y2,3,q3b,its a different pulley but the distance pulled stays the same because their both a single pulley which would use the same amount of string.,0
Pulley9-10-298_q3c,Pulley9-10-298,q3c,Pulley_Post_Y2,3,q3d,it uses the same distance pulled making it no easier at the same not any harder.,0
Pulley9-10-298_q4,Pulley9-10-298,q4,Pulley_Post_Y2,1,q4a,a well oiled pulley will work better by not getting stuck or jammed.,1
Pulley9-10-298_q7a1,Pulley9-10-298,q7a1,Pulley_Post_Y2,3,q7a2,it uses the same amount of string needed to be pulled which makes it no harder but no easier and the A.F. stays the same.,0
Pulley9-10-298_q7b1,Pulley9-10-298,q7b1,Pulley_Post_Y2,3,q7b2,everything would stay the same including the work because lifting it used the same amount of A.F. amount of string pulled and the amount of work needed to be done would stay the same.,1
Pulley9-10-298_q9,Pulley9-10-298,q9,Pulley_Post_Y2,1,q9a,simple machines always use less work having to be done than a straight up lift so jane is doing more work with a straight up lift than mary is with a pulley.,0
Pulley9-10-298_q10,Pulley9-10-298,q10,Pulley_Post_Y2,2,q10a,well becuase it could get stuck jammed break the string or cause friction on the string with the pulley.,2
Pulley9-10-298_q11,Pulley9-10-298,q11,Pulley_Post_Y2,2,q11a,well because he lifted the load to a higher distance which is harder which would equal him doing more work.,1
Pulley9-10-298_q13,Pulley9-10-298,q13,Pulley_Post_Y2,1,q13a,well because its easier to use uses less string than the two fixed pulleys and is easier to use than the other two.,0
Pulley9-10-298_q14,Pulley9-10-298,q14,Pulley_Post_Y2,1,q14a,it uses less string and has a lower chance of getting stuck. ,0
Pulley9-10-297_q3a,Pulley9-10-297,q3a,Pulley_Post_Y2,1,q3b,In a single fixed the distance pulled is the same as the distance moved. In a single movable the distance pulled is greater than the distance moved.,1
Pulley9-10-297_q3c,Pulley9-10-297,q3c,Pulley_Post_Y2,2,q3d,A single fixed pully does not decrease the AF. A single movable decreases AF.,1
Pulley9-10-297_q4,Pulley9-10-297,q4,Pulley_Post_Y2,1,q4a,Friction increases the amount of AF needed. A well oiled pully has less friction than a rusted pully.,2
Pulley9-10-297_q7a1,Pulley9-10-297,q7a1,Pulley_Post_Y2,2,q7a2,Single fixed pullies do not reduce AF. Single movable pullies do.,1
Pulley9-10-297_q7b1,Pulley9-10-297,q7b1,Pulley_Post_Y2,3,q7b2,You are still bringing the load up the same distance.,3
Pulley9-10-297_q9,Pulley9-10-297,q9,Pulley_Post_Y2,3,q9a,"Work only changes if you change the height, load. or friction.",3
Pulley9-10-297_q10,Pulley9-10-297,q10,Pulley_Post_Y2,3,q10a,The work only changes if you do a different job.,0
Pulley9-10-297_q11,Pulley9-10-297,q11,Pulley_Post_Y2,2,q11a,He is lifting the box higher.,1
Pulley9-10-297_q13,Pulley9-10-297,q13,Pulley_Post_Y2,4,q13a,In a double compound pulley the distance pulled is increased which gives you more MA.,2
Pulley9-10-297_q14,Pulley9-10-297,q14,Pulley_Post_Y2,3,q14a,Single fixed pullies give you a MA of 1.Adding a second one will not matter.,1
Pulley9-10-296_q3a,Pulley9-10-296,q3a,Pulley_Post_Y2,3,q3b,the idstacne would stay the same because u r usin the same amount of string around pully.,0
Pulley9-10-296_q3c,Pulley9-10-296,q3c,Pulley_Post_Y2,2,q3d,moveable pullys require less aplied force.,1
Pulley9-10-296_q4,Pulley9-10-296,q4,Pulley_Post_Y2,1,q4a,friction makes aplied force higher.,2
Pulley9-10-296_q7a1,Pulley9-10-296,q7a1,Pulley_Post_Y2,2,q7a2,moveable pully reduce force compared to fixed.,1
Pulley9-10-296_q7b1,Pulley9-10-296,q7b1,Pulley_Post_Y2,2,q7b2,work would decrese since force did.,0
Pulley9-10-296_q9,Pulley9-10-296,q9,Pulley_Post_Y2,2,q9a,pullys reduce force.,0
Pulley9-10-296_q10,Pulley9-10-296,q10,Pulley_Post_Y2,1,q10a,friction makes more force m=which makes more work.,2
Pulley9-10-296_q11,Pulley9-10-296,q11,Pulley_Post_Y2,3,q11a,"because force is same, which makes work same",0
Pulley9-10-296_q13,Pulley9-10-296,q13,Pulley_Post_Y2,4,q13a,"greater ma is the best, double compound makes MA go up.",1
Pulley9-10-296_q14,Pulley9-10-296,q14,Pulley_Post_Y2,2,q14a,since there is 1 more pully it helps Ma,0
Pulley9-10-295_q3a,Pulley9-10-295,q3a,Pulley_Post_Y2,2,q3b,The moveable pulley moves with you so the distance you pull is less.,0
Pulley9-10-295_q3c,Pulley9-10-295,q3c,Pulley_Post_Y2,2,q3d,"Because in a fixed pulley the MA is always one since the distance you pull = the distance the load goes up, but in a moveable pulley has a greater MA so the applied force is greater.",2
Pulley9-10-295_q4,Pulley9-10-295,q4,Pulley_Post_Y2,1,q4a,Because a rusty pulley produses friction so it will require more applied force to lift the load.,2
Pulley9-10-295_q7a1,Pulley9-10-295,q7a1,Pulley_Post_Y2,2,q7a2,A moveable pulley moves with you so you dont have to pull as much.,1
Pulley9-10-295_q7b1,Pulley9-10-295,q7b1,Pulley_Post_Y2,3,q7b2,Force decreases distance increases work stays the same,2
Pulley9-10-295_q9,Pulley9-10-295,q9,Pulley_Post_Y2,3,q9a,"Jane is using more force but less distance, but Mary is using less force, but more distance but both equal same amount of work.",2
Pulley9-10-295_q10,Pulley9-10-295,q10,Pulley_Post_Y2,1,q10a,"A rusty pulley has more friction which is more applied force, less MA.",2
Pulley9-10-295_q11,Pulley9-10-295,q11,Pulley_Post_Y2,2,q11a,Force is the same distance is greater so work equals force times distance so liftling box 2 is more work.,2
Pulley9-10-295_q13,Pulley9-10-295,q13,Pulley_Post_Y2,4,q13a,The more compound pulley the more MA.,1
Pulley9-10-295_q14,Pulley9-10-295,q14,Pulley_Post_Y2,3,q14a,No matter how many fixed pulleys you have the MA is one.,1
Pulley9-10-294_q3a,Pulley9-10-294,q3a,Pulley_Post_Y2,1,q3b,"the force decreases, so to do the same work you have to increase distance.",2
Pulley9-10-294_q3c,Pulley9-10-294,q3c,Pulley_Post_Y2,2,q3d,"distance increases, so therefore you must decrease the force to get the same work",2
Pulley9-10-294_q4,Pulley9-10-294,q4,Pulley_Post_Y2,1,q4a,"there will be less friction, so there will be less resisting the force.",2
Pulley9-10-294_q7a1,Pulley9-10-294,q7a1,Pulley_Post_Y2,2,q7a2,"it increases the distance you have to pull, so it must decrease the force.",2
Pulley9-10-294_q7b1,Pulley9-10-294,q7b1,Pulley_Post_Y2,3,q7b2,"the force decreases and the length increases, so therefore the work must stay the same.",2
Pulley9-10-294_q9,Pulley9-10-294,q9,Pulley_Post_Y2,3,q9a,they are both doing the exact same task so it is the same work.,2
Pulley9-10-294_q10,Pulley9-10-294,q10,Pulley_Post_Y2,2,q10a,"the distance will stay the same but the force will increase, so it will upset the balance. therefore, more work.",2
Pulley9-10-294_q11,Pulley9-10-294,q11,Pulley_Post_Y2,2,q11a,"the force stayed the same but the distance pulled increases, so the work will increase.",2
Pulley9-10-294_q13,Pulley9-10-294,q13,Pulley_Post_Y2,4,q13a,"MA is when you divide length pulled over distance object moved, and a compound pulley has more distance to pull and the same to move, so it will be a bigger number.",2
Pulley9-10-294_q14,Pulley9-10-294,q14,Pulley_Post_Y2,3,q14a,"you still pull the same distance, and the object moves the same distance.",2
Pulley9-10-293_q3a,Pulley9-10-293,q3a,Pulley_Post_Y2,2,q3b,"With a single movible pulley, the distance decreases.",0
Pulley9-10-293_q3c,Pulley9-10-293,q3c,Pulley_Post_Y2,2,q3d,"With a longer string, the applied force spreads out.",1
Pulley9-10-293_q4,Pulley9-10-293,q4,Pulley_Post_Y2,1,q4a,The well-oiled pulley is smoother which will make it easier.,1
Pulley9-10-293_q7a1,Pulley9-10-293,q7a1,Pulley_Post_Y2,2,q7a2,"With a longer distance string, there is less applied force ",2
Pulley9-10-293_q7b1,Pulley9-10-293,q7b1,Pulley_Post_Y2,2,q7b2,With less applied force there is less work,0
Pulley9-10-293_q9,Pulley9-10-293,q9,Pulley_Post_Y2,1,q9a,It is harder to lift something streight up than to use a pulley ,0
Pulley9-10-293_q10,Pulley9-10-293,q10,Pulley_Post_Y2,1,q10a,It will have less friction,0
Pulley9-10-293_q11,Pulley9-10-293,q11,Pulley_Post_Y2,2,q11a,"When there is a longer distance to be lifted, there is more work.",1
Pulley9-10-293_q13,Pulley9-10-293,q13,Pulley_Post_Y2,4,q13a,"With a DCP, there is more MA because the Applied force is more spread out.",2
Pulley9-10-293_q14,Pulley9-10-293,q14,Pulley_Post_Y2,2,q14a,With more string there is more apllied force spread out.,0
Pulley9-10-292_q3a,Pulley9-10-292,q3a,Pulley_Post_Y2,3,q3b,you decide how far you pull it if you want it half way up you pull it that far,0
Pulley9-10-292_q3c,Pulley9-10-292,q3c,Pulley_Post_Y2,2,q3d,single movible pulleys give you more ma decreasing the applied force,2
Pulley9-10-292_q4,Pulley9-10-292,q4,Pulley_Post_Y2,1,q4a,i think that an oiled pulley would make the supporting starnd glide over the pulley better than a rusty one that will not spin as much so it takes more energy to just get the pulley wheel to move ,1
Pulley9-10-292_q7a1,Pulley9-10-292,q7a1,Pulley_Post_Y2,2,q7a2,i dont know,0
Pulley9-10-292_q7b1,Pulley9-10-292,q7b1,Pulley_Post_Y2,1,q7b2,i dont know,0
Pulley9-10-292_q9,Pulley9-10-292,q9,Pulley_Post_Y2,1,q9a,jane is just lifting the box so she lifts all ten pounds lets say while mary is only lifting five pounds,0
Pulley9-10-292_q10,Pulley9-10-292,q10,Pulley_Post_Y2,1,q10a,the supporting strand will glide over it better,1
Pulley9-10-292_q11,Pulley9-10-292,q11,Pulley_Post_Y2,3,q11a,he did not need to do any more work to lift that box an extra meter,0
Pulley9-10-292_q13,Pulley9-10-292,q13,Pulley_Post_Y2,4,q13a,more pulleys equals more MA,1
Pulley9-10-292_q14,Pulley9-10-292,q14,Pulley_Post_Y2,2,q14a,with two wheels he has to do less work,0
Pulley9-10-291_q3a,Pulley9-10-291,q3a,Pulley_Post_Y2,3,q3b,Because the distance pulled would stay the same because you are just adding one more wheel and not the location of where the load is going.,0
Pulley9-10-291_q3c,Pulley9-10-291,q3c,Pulley_Post_Y2,2,q3d,because a movable uses less a.f.,1
Pulley9-10-291_q4,Pulley9-10-291,q4,Pulley_Post_Y2,4,q4a,i don't know,0
Pulley9-10-291_q7a1,Pulley9-10-291,q7a1,Pulley_Post_Y2,3,q7a2,because you are ignoring friction.,0
Pulley9-10-291_q7b1,Pulley9-10-291,q7b1,Pulley_Post_Y2,2,q7b2,because your are ignoring friction.,0
Pulley9-10-291_q9,Pulley9-10-291,q9,Pulley_Post_Y2,2,q9a,i don't know.,0
Pulley9-10-291_q10,Pulley9-10-291,q10,Pulley_Post_Y2,1,q10a,because it would work better????????!!!!!!!!!,0
Pulley9-10-291_q11,Pulley9-10-291,q11,Pulley_Post_Y2,2,q11a,because it is higher.,1
Pulley9-10-291_q13,Pulley9-10-291,q13,Pulley_Post_Y2,4,q13a,because ma = distance pulled divided by distance moved,1
Pulley9-10-291_q14,Pulley9-10-291,q14,Pulley_Post_Y2,3,q14a,because they are both the same but no matter how many wheels you have the ma stays the same.,1
Pulley9-10-290_q3a,Pulley9-10-290,q3a,Pulley_Post_Y2,3,q3b,Distance wouldnt change if you never added more string the supporting strand would stay the same and would only be one long piece of string.,0
Pulley9-10-290_q3c,Pulley9-10-290,q3c,Pulley_Post_Y2,1,q3d,work times distance pulled is the equation for A.F. so A.F. im guessing would increase since ure useing a moveable pulley when a sing fixed pulley im thinking would require less applied force to bring the watermelon to the top of the treehouse.,0
Pulley9-10-290_q4,Pulley9-10-290,q4,Pulley_Post_Y2,1,q4a,the well oiled pulley will move up cleanly and smoothly instead of worrying about harsh friction like a rusty pulley which may even cut or wear out the string used to lift it 2 meters so the A.F. would be less likely to increase with a well oiled pulley.,2
Pulley9-10-290_q7a1,Pulley9-10-290,q7a1,Pulley_Post_Y2,2,q7a2,with a single moveable pulley and the option to ignore friction u wouldnt have to worry about any rough places on string or bumps on the pulley and u could decrease all A.F. easyily with no problem.,1
Pulley9-10-290_q7b1,Pulley9-10-290,q7b1,Pulley_Post_Y2,1,q7b2,the work would increase as the A.F. decreases because of the a.f. decreasing there may also be more strane and strength behind the user to lift the watermelon to the top of a treehouse.,0
Pulley9-10-290_q9,Pulley9-10-290,q9,Pulley_Post_Y2,3,q9a,IDK,0
Pulley9-10-290_q10,Pulley9-10-290,q10,Pulley_Post_Y2,3,q10a,IDK,0
Pulley9-10-290_q11,Pulley9-10-290,q11,Pulley_Post_Y2,1,q11a,IDK,0
Pulley9-10-290_q13,Pulley9-10-290,q13,Pulley_Post_Y2,,q13a,IDK,0
Pulley9-10-290_q14,Pulley9-10-290,q14,Pulley_Post_Y2,2,q14a,IDK,0
Pulley9-10-29_q3a,Pulley9-10-29,q3a,Pulley_Post_Y2,3,q3b,the friction would stay the same because its the same pulley so it wouldn't change just because you changed the location of the pulley,0
Pulley9-10-29_q3c,Pulley9-10-29,q3c,Pulley_Post_Y2,3,q3d,the force would stay the same because the pulley is just in  a different spot then when your useing a fixed pulley,0
Pulley9-10-29_q4,Pulley9-10-29,q4,Pulley_Post_Y2,1,q4a,A rusty pulley would create a lot of friction so the force would increase,2
Pulley9-10-29_q7a1,Pulley9-10-29,q7a1,Pulley_Post_Y2,3,q7a2,the force would stay the same because the pulley just moved from being fixed to something to being connected to the load itself,0
Pulley9-10-29_q7b1,Pulley9-10-29,q7b1,Pulley_Post_Y2,3,q7b2,just because the pulley is in a different spot doesn't mean that the work would change because nither the force or the distance pulled would change,0
Pulley9-10-29_q9,Pulley9-10-29,q9,Pulley_Post_Y2,3,q9a,they will do the same amount of work because jane's distance went down but her force went up while mary's force went down but her distance went up,2
Pulley9-10-29_q10,Pulley9-10-29,q10,Pulley_Post_Y2,2,q10a,a rusty pulley will requier more work because it means than you need to use for force to lift an object and the distance pulled doesn't change,2
Pulley9-10-29_q11,Pulley9-10-29,q11,Pulley_Post_Y2,2,q11a,in lifting an object 2 meters with the same pulley as when you lifted the same object to 1 meter you would have the same force but a greater distance,2
Pulley9-10-29_q13,Pulley9-10-29,q13,Pulley_Post_Y2,4,q13a,the equation for ma of a pulley is length pulled divided by length lifted so with a greater distance pulled ratio to distance the object was lifted would give you the greatest ma,
Pulley9-10-29_q14,Pulley9-10-29,q14,Pulley_Post_Y2,2,q14a,you have to pull the object farther to lift it a little waise with the second pulley compared to the first pulley,0
Pulley9-10-289_q3a,Pulley9-10-289,q3a,Pulley_Post_Y2,3,q3b,If the load and the height being lifted is the same less applied force.,0
Pulley9-10-289_q3c,Pulley9-10-289,q3c,Pulley_Post_Y2,3,q3d,It would stay the same because load and height lifted are the same.,0
Pulley9-10-289_q4,Pulley9-10-289,q4,Pulley_Post_Y2,3,q4a,It does not matter if the pulley is well oiled or not.,0
Pulley9-10-289_q7a1,Pulley9-10-289,q7a1,Pulley_Post_Y2,3,q7a2,It does not matter as long as the load and height being lifted are the same.,0
Pulley9-10-289_q7b1,Pulley9-10-289,q7b1,Pulley_Post_Y2,4,q7b2,I dont know.,0
Pulley9-10-289_q9,Pulley9-10-289,q9,Pulley_Post_Y2,3,q9a,If the load is the same and you are lifting to the same height then work and applied force would be the same.,3
Pulley9-10-289_q10,Pulley9-10-289,q10,Pulley_Post_Y2,1,q10a,Because there will be more friction which means less applied force.,0
Pulley9-10-289_q11,Pulley9-10-289,q11,Pulley_Post_Y2,2,q11a,Because applied force is less which means less applied force.,0
Pulley9-10-289_q13,Pulley9-10-289,q13,Pulley_Post_Y2,4,q13a,because the number of supporting stard the number of MA you hace so it all depends for MA of how many supporting strands you have.,2
Pulley9-10-289_q14,Pulley9-10-289,q14,Pulley_Post_Y2,3,q14a,Because A has a MA of 1 because the number of supporting strands and B has a MA of 1 too. ,2
Pulley9-10-288_q3a,Pulley9-10-288,q3a,Pulley_Post_Y2,3,q3b,you cant move the tree house,0
Pulley9-10-288_q3c,Pulley9-10-288,q3c,Pulley_Post_Y2,2,q3d,a movable you have to pull up,0
Pulley9-10-288_q4,Pulley9-10-288,q4,Pulley_Post_Y2,4,q4a,it did not tell any oil put on,0
Pulley9-10-288_q7a1,Pulley9-10-288,q7a1,Pulley_Post_Y2,1,q7a2,it you put friction it will make it harder to pull,0
Pulley9-10-288_q7b1,Pulley9-10-288,q7b1,Pulley_Post_Y2,2,q7b2,i dont know,0
Pulley9-10-288_q9,Pulley9-10-288,q9,Pulley_Post_Y2,1,q9a,jane did the most work because she lefted with her hand,0
Pulley9-10-288_q10,Pulley9-10-288,q10,Pulley_Post_Y2,1,q10a,i dont know,0
Pulley9-10-288_q11,Pulley9-10-288,q11,Pulley_Post_Y2,2,q11a,he lift it by 1,1
Pulley9-10-288_q13,Pulley9-10-288,q13,Pulley_Post_Y2,4,q13a,it is easier to pull,1
Pulley9-10-288_q14,Pulley9-10-288,q14,Pulley_Post_Y2,1,q14a,i guest,0
Pulley9-10-287_q3a,Pulley9-10-287,q3a,Pulley_Post_Y2,2,q3b,it would decrease because the single moveable pulley requiers you to use less force ,0
Pulley9-10-287_q3c,Pulley9-10-287,q3c,Pulley_Post_Y2,2,q3d,this would also decrease because using a single fixed movabale pulley will use less force than just a fixed pulley,1
Pulley9-10-287_q4,Pulley9-10-287,q4,Pulley_Post_Y2,1,q4a,a well oiled pully would work the best because it would have alot of friction ,2
Pulley9-10-287_q7a1,Pulley9-10-287,q7a1,Pulley_Post_Y2,2,q7a2,it would decrease because in our experiments i have learned that the single movable pulley requiers less force ,1
Pulley9-10-287_q7b1,Pulley9-10-287,q7b1,Pulley_Post_Y2,3,q7b2,it would stay the same because you are pulling the same distance ,0
Pulley9-10-287_q9,Pulley9-10-287,q9,Pulley_Post_Y2,3,q9a,jane is doing the same work because they are lifting the box to the same distance ,3
Pulley9-10-287_q10,Pulley9-10-287,q10,Pulley_Post_Y2,1,q10a,"well oiled pulley would work the best because it wouldnt have as much friction as the other pulleys, because friction reduces the movement of an object.",0
